Fecha,Producto,Categoría,Precio,Costo,Cantidad,Sucursal,ClienteID
2024-08-01,Filtro de Aire,Mantenimiento,300,150,1,Querétaro,110
2024-06-16,Faros LED,Iluminación,1800,1100,2,Puebla,129
2024-10-14,Batería 12V,Eléctrico,2000,1300,3,Querétaro,34
2024-10-10,Filtro de Aire,Mantenimiento,300,150,1,Guadalajara,206
2025-05-13,Faros LED,Iluminación,1800,1100,1,Querétaro,83
2024-07-21,Pastillas de Freno,Mantenimiento,850,500,1,Puebla,167
2024-11-14,Amortiguador,Suspensión,900,600,2,Querétaro,214
2024-10-26,Filtro de Aceite,Mantenimiento,250,120,1,CDMX,132
2025-02-23,Alternador,Eléctrico,4500,2800,3,CDMX,66
2024-11-03,Amortiguador,Suspensión,900,600,3,CDMX,76
2024-09-21,Sensor de Oxígeno,Motor,1200,700,2,Querétaro,101
2025-05-27,Amortiguador,Suspensión,900,600,2,Puebla,181
2024-12-26,Pastillas de Freno,Mantenimiento,850,500,3,Querétaro,74
2025-01-01,Batería 12V,Eléctrico,2000,1300,1,Puebla,213
2024-07-22,Sensor de Oxígeno,Motor,1200,700,4,Puebla,99
2024-11-19,Amortiguador,Suspensión,900,600,4,Guadalajara,91
2024-06-10,Filtro de Aceite,Mantenimiento,250,120,1,Monterrey,165
2025-01-07,Bujías,Motor,700,400,4,Querétaro,53
2024-09-22,Alternador,Eléctrico,4500,2800,1,Monterrey,27
2024-12-03,Filtro de Aire,Mantenimiento,300,150,1,Querétaro,115
2025-01-08,Batería 12V,Eléctrico,2000,1300,4,Guadalajara,270
2024-12-21,Amortiguador,Suspensión,900,600,3,Monterrey,240
2024-09-14,Pastillas de Freno,Mantenimiento,850,500,2,Puebla,272
2025-03-12,Radiador,Enfriamiento,3500,2100,2,Guadalajara,114
2024-07-24,Sensor de Oxígeno,Motor,1200,700,2,Querétaro,68
2025-04-14,Filtro de Aceite,Mantenimiento,250,120,2,Monterrey,226
2024-10-08,Sensor de Oxígeno,Motor,1200,700,3,Querétaro,90
2024-07-02,Sensor de Oxígeno,Motor,1200,700,3,Guadalajara,139
2024-12-03,Sensor de Oxígeno,Motor,1200,700,4,Guadalajara,54
2024-08-20,Alternador,Eléctrico,4500,2800,4,CDMX,204
2025-04-20,Radiador,Enfriamiento,3500,2100,2,Puebla,82
2025-01-01,Filtro de Aceite,Mantenimiento,250,120,3,Puebla,88
2024-08-14,Filtro de Aceite,Mantenimiento,250,120,3,Puebla,145
2024-12-13,Filtro de Aceite,Mantenimiento,250,120,3,Monterrey,194
2025-04-22,Pastillas de Freno,Mantenimiento,850,500,3,Guadalajara,190
2025-02-12,Batería 12V,Eléctrico,2000,1300,1,Querétaro,106
2024-07-09,Bujías,Motor,700,400,2,Puebla,93
2024-08-07,Alternador,Eléctrico,4500,2800,4,CDMX,220
2024-12-16,Batería 12V,Eléctrico,2000,1300,3,CDMX,88
2025-05-19,Filtro de Aceite,Mantenimiento,250,120,4,CDMX,282
2025-05-04,Batería 12V,Eléctrico,2000,1300,2,Guadalajara,29
2024-12-24,Amortiguador,Suspensión,900,600,2,Querétaro,68
2025-03-12,Filtro de Aire,Mantenimiento,300,150,2,Querétaro,146
2024-09-03,Alternador,Eléctrico,4500,2800,3,Querétaro,298
2024-11-26,Faros LED,Iluminación,1800,1100,3,Monterrey,117
2024-10-05,Bujías,Motor,700,400,1,Monterrey,228
2024-06-30,Radiador,Enfriamiento,3500,2100,2,Puebla,142
2024-06-19,Amortiguador,Suspensión,900,600,1,Monterrey,6
2024-09-06,Batería 12V,Eléctrico,2000,1300,3,Querétaro,265
2025-03-23,Batería 12V,Eléctrico,2000,1300,1,Guadalajara,53
2024-10-04,Batería 12V,Eléctrico,2000,1300,1,Querétaro,1
2024-09-15,Batería 12V,Eléctrico,2000,1300,2,CDMX,208
2024-12-04,Radiador,Enfriamiento,3500,2100,4,Puebla,243
2024-08-26,Filtro de Aire,Mantenimiento,300,150,3,CDMX,264
2024-09-23,Sensor de Oxígeno,Motor,1200,700,4,Puebla,10
2024-11-06,Pastillas de Freno,Mantenimiento,850,500,1,Monterrey,114
2024-07-12,Sensor de Oxígeno,Motor,1200,700,2,Guadalajara,67
2025-01-10,Bujías,Motor,700,400,3,Monterrey,225
2025-04-06,Bujías,Motor,700,400,3,Monterrey,115
2025-05-23,Filtro de Aire,Mantenimiento,300,150,3,Puebla,269
2024-07-27,Filtro de Aceite,Mantenimiento,250,120,2,Querétaro,143
2025-03-17,Amortiguador,Suspensión,900,600,3,Monterrey,129
2025-03-23,Sensor de Oxígeno,Motor,1200,700,1,Monterrey,26
2025-05-29,Alternador,Eléctrico,4500,2800,4,Querétaro,300
2025-02-18,Bujías,Motor,700,400,2,Querétaro,52
2024-11-11,Alternador,Eléctrico,4500,2800,3,Puebla,164
2025-05-21,Radiador,Enfriamiento,3500,2100,2,Monterrey,292
2024-07-14,Batería 12V,Eléctrico,2000,1300,4,CDMX,213
2024-07-06,Filtro de Aceite,Mantenimiento,250,120,2,Guadalajara,180
2025-04-06,Pastillas de Freno,Mantenimiento,850,500,3,Guadalajara,298
2025-03-31,Alternador,Eléctrico,4500,2800,4,CDMX,191
2024-07-07,Filtro de Aire,Mantenimiento,300,150,1,Guadalajara,76
2025-04-09,Amortiguador,Suspensión,900,600,1,Querétaro,276
2025-05-30,Radiador,Enfriamiento,3500,2100,2,Querétaro,196
2024-11-23,Faros LED,Iluminación,1800,1100,4,Querétaro,90
2024-12-13,Filtro de Aire,Mantenimiento,300,150,4,Puebla,113
2024-12-23,Batería 12V,Eléctrico,2000,1300,2,CDMX,159
2024-09-30,Bujías,Motor,700,400,4,Monterrey,49
2024-10-24,Pastillas de Freno,Mantenimiento,850,500,3,Puebla,146
2025-02-10,Filtro de Aceite,Mantenimiento,250,120,4,Monterrey,82
2025-04-22,Pastillas de Freno,Mantenimiento,850,500,2,CDMX,267
2024-12-14,Bujías,Motor,700,400,2,Guadalajara,251
2025-03-03,Pastillas de Freno,Mantenimiento,850,500,4,Querétaro,240
2024-08-04,Filtro de Aceite,Mantenimiento,250,120,2,Querétaro,233
2025-04-27,Sensor de Oxígeno,Motor,1200,700,1,Guadalajara,170
2024-10-20,Amortiguador,Suspensión,900,600,3,Querétaro,162
2025-02-13,Bujías,Motor,700,400,3,Monterrey,292
2024-08-20,Filtro de Aire,Mantenimiento,300,150,1,Puebla,105
2024-07-20,Filtro de Aire,Mantenimiento,300,150,4,Monterrey,199
2025-03-17,Filtro de Aceite,Mantenimiento,250,120,2,Guadalajara,3
2025-03-07,Pastillas de Freno,Mantenimiento,850,500,4,CDMX,278
2024-06-13,Radiador,Enfriamiento,3500,2100,4,Puebla,246
2024-10-03,Batería 12V,Eléctrico,2000,1300,3,Monterrey,300
2025-01-21,Pastillas de Freno,Mantenimiento,850,500,1,Monterrey,81
2024-12-02,Batería 12V,Eléctrico,2000,1300,4,Querétaro,158
2024-11-16,Filtro de Aire,Mantenimiento,300,150,4,CDMX,57
2025-01-08,Batería 12V,Eléctrico,2000,1300,2,Guadalajara,142
2024-08-10,Alternador,Eléctrico,4500,2800,2,CDMX,195
2025-02-27,Filtro de Aceite,Mantenimiento,250,120,2,Puebla,98
2025-03-19,Sensor de Oxígeno,Motor,1200,700,4,Monterrey,66
2024-11-22,Filtro de Aceite,Mantenimiento,250,120,2,Monterrey,289
2024-12-23,Batería 12V,Eléctrico,2000,1300,1,Guadalajara,119
2024-12-18,Pastillas de Freno,Mantenimiento,850,500,1,CDMX,278
2025-04-18,Pastillas de Freno,Mantenimiento,850,500,4,Puebla,192
2024-06-27,Filtro de Aceite,Mantenimiento,250,120,2,Monterrey,93
2025-03-09,Bujías,Motor,700,400,1,CDMX,277
2024-07-18,Sensor de Oxígeno,Motor,1200,700,1,CDMX,217
2024-09-10,Alternador,Eléctrico,4500,2800,3,Monterrey,166
2025-03-11,Pastillas de Freno,Mantenimiento,850,500,3,CDMX,37
2025-01-10,Filtro de Aceite,Mantenimiento,250,120,1,CDMX,177
2024-07-14,Pastillas de Freno,Mantenimiento,850,500,4,Guadalajara,134
2024-08-04,Alternador,Eléctrico,4500,2800,3,CDMX,8
2024-09-11,Radiador,Enfriamiento,3500,2100,3,Guadalajara,287
2025-04-22,Alternador,Eléctrico,4500,2800,2,Guadalajara,211
2025-03-07,Filtro de Aire,Mantenimiento,300,150,3,Puebla,142
2025-03-17,Batería 12V,Eléctrico,2000,1300,4,Puebla,55
2024-11-18,Bujías,Motor,700,400,4,Monterrey,280
2024-09-19,Filtro de Aire,Mantenimiento,300,150,3,Monterrey,139
2025-01-15,Batería 12V,Eléctrico,2000,1300,2,Monterrey,157
2024-10-16,Pastillas de Freno,Mantenimiento,850,500,4,CDMX,264
2024-06-24,Amortiguador,Suspensión,900,600,3,CDMX,192
2025-03-24,Pastillas de Freno,Mantenimiento,850,500,3,Puebla,49
2025-02-19,Filtro de Aire,Mantenimiento,300,150,3,Puebla,114
2024-10-22,Pastillas de Freno,Mantenimiento,850,500,1,Querétaro,232
2025-02-13,Sensor de Oxígeno,Motor,1200,700,1,Querétaro,169
2025-04-09,Pastillas de Freno,Mantenimiento,850,500,2,CDMX,159
2025-05-29,Faros LED,Iluminación,1800,1100,3,Puebla,87
2024-12-29,Radiador,Enfriamiento,3500,2100,4,Querétaro,8
2025-02-14,Filtro de Aceite,Mantenimiento,250,120,3,Guadalajara,152
2025-04-07,Bujías,Motor,700,400,4,Puebla,170
2025-05-23,Sensor de Oxígeno,Motor,1200,700,3,Guadalajara,207
2024-09-24,Alternador,Eléctrico,4500,2800,3,CDMX,47
2025-02-07,Faros LED,Iluminación,1800,1100,2,Puebla,194
2024-08-09,Alternador,Eléctrico,4500,2800,3,Puebla,171
2024-11-12,Pastillas de Freno,Mantenimiento,850,500,3,Monterrey,231
2024-12-13,Alternador,Eléctrico,4500,2800,4,Puebla,193
2024-12-13,Alternador,Eléctrico,4500,2800,1,Puebla,41
2024-08-02,Amortiguador,Suspensión,900,600,4,Guadalajara,162
2025-01-24,Amortiguador,Suspensión,900,600,1,Puebla,136
2025-05-24,Alternador,Eléctrico,4500,2800,3,Guadalajara,107
2024-06-26,Radiador,Enfriamiento,3500,2100,1,Puebla,24
2024-09-16,Faros LED,Iluminación,1800,1100,2,Guadalajara,85
2024-09-25,Radiador,Enfriamiento,3500,2100,3,Guadalajara,4
2025-02-17,Alternador,Eléctrico,4500,2800,1,Puebla,7
2024-10-16,Amortiguador,Suspensión,900,600,1,Monterrey,27
2025-02-13,Pastillas de Freno,Mantenimiento,850,500,3,Puebla,253
2025-05-16,Bujías,Motor,700,400,1,Guadalajara,10
2024-12-09,Batería 12V,Eléctrico,2000,1300,3,CDMX,199
2025-05-19,Filtro de Aire,Mantenimiento,300,150,2,Guadalajara,29
2025-03-03,Batería 12V,Eléctrico,2000,1300,3,CDMX,223
2024-12-25,Sensor de Oxígeno,Motor,1200,700,1,Puebla,95
2024-07-25,Batería 12V,Eléctrico,2000,1300,4,CDMX,284
2025-03-30,Amortiguador,Suspensión,900,600,2,Querétaro,270
2025-05-16,Sensor de Oxígeno,Motor,1200,700,3,Puebla,180
2025-03-20,Radiador,Enfriamiento,3500,2100,2,Monterrey,146
2025-02-21,Alternador,Eléctrico,4500,2800,3,Querétaro,60
2025-05-09,Bujías,Motor,700,400,4,Monterrey,143
2025-04-24,Radiador,Enfriamiento,3500,2100,3,Querétaro,198
2024-10-13,Filtro de Aire,Mantenimiento,300,150,1,CDMX,99
2024-09-26,Filtro de Aceite,Mantenimiento,250,120,1,Querétaro,248
2025-03-15,Filtro de Aceite,Mantenimiento,250,120,3,Puebla,113
2024-08-28,Sensor de Oxígeno,Motor,1200,700,2,Querétaro,138
2025-02-23,Batería 12V,Eléctrico,2000,1300,4,Querétaro,152
2024-12-03,Bujías,Motor,700,400,2,Querétaro,244
2024-09-04,Bujías,Motor,700,400,2,Guadalajara,134
2024-07-20,Faros LED,Iluminación,1800,1100,3,Guadalajara,256
2025-03-18,Alternador,Eléctrico,4500,2800,1,CDMX,7
2025-04-12,Sensor de Oxígeno,Motor,1200,700,4,CDMX,202
2025-01-06,Filtro de Aire,Mantenimiento,300,150,4,Querétaro,129
2024-11-21,Amortiguador,Suspensión,900,600,3,Querétaro,173
2024-08-01,Faros LED,Iluminación,1800,1100,2,Guadalajara,242
2024-10-11,Radiador,Enfriamiento,3500,2100,4,CDMX,110
2024-06-17,Amortiguador,Suspensión,900,600,3,CDMX,52
2024-09-26,Sensor de Oxígeno,Motor,1200,700,2,Querétaro,75
2025-04-06,Pastillas de Freno,Mantenimiento,850,500,4,Monterrey,42
2024-07-07,Filtro de Aire,Mantenimiento,300,150,2,Querétaro,118
2025-01-30,Pastillas de Freno,Mantenimiento,850,500,1,Querétaro,215
2024-08-05,Batería 12V,Eléctrico,2000,1300,3,Querétaro,20
2025-01-22,Faros LED,Iluminación,1800,1100,2,Monterrey,273
2024-10-24,Bujías,Motor,700,400,4,CDMX,136
2025-03-11,Radiador,Enfriamiento,3500,2100,2,Guadalajara,186
2024-08-22,Filtro de Aceite,Mantenimiento,250,120,1,CDMX,23
2025-05-16,Batería 12V,Eléctrico,2000,1300,1,Querétaro,243
2024-08-23,Radiador,Enfriamiento,3500,2100,3,Guadalajara,31
2024-08-17,Faros LED,Iluminación,1800,1100,3,Puebla,183
2025-01-29,Alternador,Eléctrico,4500,2800,1,Guadalajara,197
2025-03-28,Batería 12V,Eléctrico,2000,1300,1,Querétaro,260
2024-09-29,Radiador,Enfriamiento,3500,2100,3,Monterrey,295
2025-02-25,Batería 12V,Eléctrico,2000,1300,1,CDMX,286
2024-08-13,Filtro de Aire,Mantenimiento,300,150,3,Querétaro,11
2025-02-15,Alternador,Eléctrico,4500,2800,4,Monterrey,49
2025-03-21,Batería 12V,Eléctrico,2000,1300,2,Puebla,139
2025-02-04,Radiador,Enfriamiento,3500,2100,4,CDMX,247
2024-10-16,Radiador,Enfriamiento,3500,2100,2,Guadalajara,74
2025-02-03,Filtro de Aceite,Mantenimiento,250,120,1,Querétaro,32
2025-01-14,Filtro de Aceite,Mantenimiento,250,120,4,Monterrey,125
2025-01-09,Pastillas de Freno,Mantenimiento,850,500,4,Puebla,221
2025-05-10,Pastillas de Freno,Mantenimiento,850,500,3,Puebla,145
2025-01-07,Sensor de Oxígeno,Motor,1200,700,1,Puebla,179
2025-01-27,Pastillas de Freno,Mantenimiento,850,500,2,Guadalajara,269
2025-02-14,Batería 12V,Eléctrico,2000,1300,2,Querétaro,157
2024-07-17,Filtro de Aceite,Mantenimiento,250,120,4,Querétaro,181
2025-03-18,Pastillas de Freno,Mantenimiento,850,500,4,Guadalajara,40
2024-07-24,Filtro de Aceite,Mantenimiento,250,120,3,CDMX,135
2024-07-14,Amortiguador,Suspensión,900,600,1,Puebla,206
2024-11-21,Bujías,Motor,700,400,4,Guadalajara,297
2024-11-19,Radiador,Enfriamiento,3500,2100,2,Guadalajara,256
2024-06-19,Radiador,Enfriamiento,3500,2100,4,Guadalajara,274
2025-05-23,Filtro de Aire,Mantenimiento,300,150,2,Monterrey,237
2025-05-20,Faros LED,Iluminación,1800,1100,4,Guadalajara,120
2025-06-06,Alternador,Eléctrico,4500,2800,2,Puebla,2
2024-07-07,Filtro de Aire,Mantenimiento,300,150,4,Monterrey,158
2024-09-17,Faros LED,Iluminación,1800,1100,4,Guadalajara,83
2024-11-21,Pastillas de Freno,Mantenimiento,850,500,3,Guadalajara,184
2024-11-16,Amortiguador,Suspensión,900,600,3,CDMX,235
2025-03-23,Sensor de Oxígeno,Motor,1200,700,4,CDMX,172
2024-07-11,Sensor de Oxígeno,Motor,1200,700,4,CDMX,83
2025-04-18,Sensor de Oxígeno,Motor,1200,700,1,Puebla,173
2024-11-04,Amortiguador,Suspensión,900,600,3,Monterrey,69
2025-04-18,Bujías,Motor,700,400,1,CDMX,71
2025-02-28,Sensor de Oxígeno,Motor,1200,700,4,Monterrey,149
2024-06-26,Alternador,Eléctrico,4500,2800,3,CDMX,15
2024-10-18,Radiador,Enfriamiento,3500,2100,2,CDMX,279
2024-11-16,Filtro de Aire,Mantenimiento,300,150,1,Puebla,236
2025-04-26,Alternador,Eléctrico,4500,2800,1,Guadalajara,64
2024-10-02,Batería 12V,Eléctrico,2000,1300,4,CDMX,139
2025-05-15,Faros LED,Iluminación,1800,1100,1,Monterrey,38
